streamfile_name,date,depth_um,roc_um,sigma_um,max_dwell_time,magnification,set_current_A,screen_filling_factor,dose_um3_per_nC,pixel_order,target_size_um,actual_size_um,resolution_px,spacing_um,spacing_fib_px,height_correction_method,get_current_A,depth_scaling_factor,num_passes,one_pass_time_ms,total_milling_time_s,script_version,comments
FIB1_M-6500_i-2.6e-11_H-0.3_RoC-18.str,2026-06-06 12:20:29,0.3,18,2.32379000772445,250,6500,2.6e-11,0.75,0.24,random,15,15.047999999999998,913,0.016499999999999997,55,pick_depth_scaling_factor(set_current),2.6e-11,1.0,525,3276.0187000111873,1719.9098175058732,V1,Testing
